Sprungtyp,SprungID,avg_ACC_N,std_ACC_N,avg_ACC_N_ROT_filtered,std_ACC_N_ROT_filtered,avg_Acc_x_Fil,std_Acc_x_Fil,avg_Acc_y_Fil,std_Acc_y_Fil,avg_Acc_z_Fil,std_Acc_z_Fil,avg_Gyro_x_Fil,std_Gyro_x_Fil,avg_Gyro_y_Fil,std_Gyro_y_Fil,avg_Gyro_z_Fil,std_Gyro_z_Fil,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_Abs_I_x LapEnd,DJump_Abs_I_y LapEnd,DJump_Abs_I_z LapEnd
Salto A,20191007-1159-FRANKFURT_1-01-343,15.715,23.322,15.587,20.298,0.148,7.283,-0.628,1.129,4.961,24.964,-12.478,12.973,201.281,68.989,-9.421,22.36,-20.27,335.618,-19.901,27.199,337.444,37.992
Schraubensalto C,0609-4-01-171,16.984,23.215,16.958,20.917,-2.868,10.17,-0.786,2.734,5.799,24.57,53.413,100.498,98.425,128.347,208.655,165.561,101.826,185.249,393.003,152.485,287.748,394.47
Doppelsalto C,0609-1-01-651,31.624,22.173,31.367,20.035,-15.024,22.263,-0.127,1.808,-4.258,25.488,10.84,21.694,406.525,264.106,-16.179,28.01,18.735,699.409,-27.531,41.203,699.888,58.425
Barani C,0609-4-01-608,18.921,22.145,18.959,20.336,-2.779,13.16,-0.052,1.94,5.642,23.55,3.84,23.711,-62.457,227.989,128.975,96.247,6.584,-112.902,220.945,35.584,327.448,225.924
Barani B,20191007-1159-FRANKFURT_1-01-74,20.162,25.502,20.062,21.704,-5.151,10.095,-0.144,4.435,4.376,26.907,34.13,58.145,-28.591,269.008,124.308,134.158,57.158,-46.207,205.775,100.652,363.464,242.351
Salto A,20191007-1150-FRANKFURT_2-01-170,15.493,20.543,15.516,18.429,-0.514,7.563,-0.426,1.38,3.295,22.881,9.756,13.535,206.723,47.565,-2.373,26.725,15.336,343.081,-8.702,24.737,344.489,45.555
Barani A,20191007-1534-FRANKFURT_2-01-32,18.221,22.052,18.425,20.569,-2.604,6.562,0.906,6.212,3.336,25.05,-64.972,64.397,42.144,187.317,114.658,101.389,-107.718,70.539,190.579,110.984,267.003,219.118
Fliffis B,0115-JANEIKE-01-141,36.53,18.787,36.859,17.459,-20.097,19.921,2.258,6.698,-0.485,26.506,-24.435,116.57,-217.45,416.09,-138.037,165.429,-38.807,-353.888,-223.266,168.792,646.65,257.958
Salto A,20191008-1157-FRANKFURT_1-01-138,16.268,23.177,16.209,20.351,-2.04,5.45,-0.578,1.067,5.205,25.318,-4.242,12.994,209.419,72.874,-1.114,19.476,-6.976,347.622,-1.787,21.217,347.622,35.045
Salto C,0827-BK1-01-13,17.264,25.613,17.05,23.529,-0.22,12.638,-0.574,1.473,5.311,25.597,-1.723,11.576,170.342,148.205,0.47,17.417,-3.394,350.198,0.891,22.504,377.941,32.648
Doppelsalto C,0609-1-01-692,33.932,23.462,33.506,21.194,-16.164,22.473,0.067,1.751,-4.795,28.291,25.846,34.968,407.109,286.203,-14.753,24.507,44.646,706.652,-25.702,56.603,707.742,58.176
Doppelsalto C,0609-1-01-153,31.943,23.258,31.614,21.065,-14.726,23.012,0.182,1.291,-3.511,26.445,16.201,30.225,395.727,287.134,-15.113,25.629,28.787,703.997,-26.594,50.163,708.908,55.247
Cody C,20190930-1153-FRANKFURT_1-01-140,21.183,25.644,21.858,24.947,-1.273,22.864,-0.394,2.161,-1.219,20.766,19.469,32.535,217.288,244.773,1.476,33.193,37.091,407.183,-2.217,58.512,507.479,55.166
Rudi,20190930-1247-FRANKFURT_2-01-245,19.979,24.464,20.115,21.936,-5.278,9.508,-0.181,4.111,6.438,26.167,79.912,172.036,12.373,201.181,290.425,220.063,144.158,18.42,521.176,226.727,318.205,547.002
3/4 Salto rw A,20191007-1150-FRANKFURT_2-01-164,14.469,23.908,13.835,19.873,3.814,13.552,-0.166,2.128,4.492,21.764,8.753,12.406,172.405,56.563,-10.947,19.121,15.384,312.975,-24.402,27.983,314.36,39.149
Doppelsalto B,20190930-1616-FRANKFURT_1-01-225,31.106,23.824,30.696,19.739,-15.937,16.864,0.808,3.097,2.506,29.054,14.195,25.616,382.226,238.0,-10.212,24.574,25.947,707.795,-24.34,48.422,748.555,61.601
Von Bauch in Stand,0609-1-01-132,12.675,24.88,13.007,24.843,6.246,16.537,-0.196,0.929,6.712,18.612,-0.294,11.974,23.208,62.073,1.624,16.071,-0.203,40.235,2.927,21.39,74.057,34.821
Salto A,20190930-1153-FRANKFURT_1-01-105,18.282,24.03,18.383,22.219,-2.314,9.745,-0.362,1.512,4.604,26.396,18.039,26.111,183.451,177.479,1.253,21.08,35.18,352.664,-2.852,47.375,380.672,39.929
Von Bauch in Stand,0609-1-01-226,13.494,24.687,14.167,25.183,5.829,17.425,-0.232,0.978,6.427,18.452,3.755,17.565,24.133,66.826,1.9,23.744,7.211,42.23,3.195,27.785,113.717,44.628
Doppelsalto B,0609-1-01-609,29.733,24.238,29.439,21.114,-12.019,18.652,-0.084,2.019,-0.987,28.976,11.852,37.067,374.389,273.029,-5.558,32.64,22.581,709.868,-11.005,63.412,738.238,64.71
Salto C,0609-1-01-402,17.008,23.572,16.764,21.773,-1.077,10.52,-0.017,0.936,4.384,25.338,16.426,20.369,193.412,180.511,-14.324,16.63,30.891,362.77,-26.616,42.333,377.887,41.431
Salto C,20190930-1616-FRANKFURT_1-01-59,19.522,23.402,19.62,21.211,-2.555,11.517,-0.208,1.669,4.381,25.337,-10.739,19.533,186.192,199.619,3.137,24.666,-19.386,331.287,5.7,37.752,373.005,42.191
Doppelsalto C,0609-1-01-775,33.969,22.911,33.744,21.081,-16.256,22.6,-0.476,1.668,-5.371,27.796,15.46,29.932,411.405,277.506,-22.608,26.068,26.3,705.202,-38.461,44.544,706.593,62.046
Cody C,20191001-1202-FRANKFURT_2-01-26,24.995,26.395,25.139,22.737,2.708,25.215,-2.357,4.378,-1.349,18.81,-29.706,31.996,-250.277,260.547,-4.515,40.363,-47.967,-401.157,-11.66,67.113,472.567,67.656
Barani A,20190930-1616-FRANKFURT_1-01-202,17.138,22.965,17.549,22.182,0.097,7.13,0.443,3.112,3.684,25.712,-98.1,68.721,-8.879,139.049,93.969,59.734,-179.738,-14.012,166.655,186.675,240.4,184.031
Fliffis C,20190930-1247-FRANKFURT_2-01-176,37.095,25.074,37.261,22.316,-16.173,25.88,0.607,5.186,-3.537,28.366,-61.523,60.717,-223.224,376.959,89.503,126.361,-110.142,-398.826,153.706,134.826,661.339,206.856
Barani A,20191001-1202-FRANKFURT_2-01-66,18.766,24.909,18.751,21.566,-0.707,11.872,-1.175,2.66,3.515,24.286,58.241,74.097,-26.736,160.554,108.159,102.386,96.547,-45.554,175.839,121.298,252.804,207.904
Fliffis B,0609-4-01-377,31.146,23.636,31.5,20.969,-11.885,20.096,-0.185,3.003,-0.971,27.613,-63.963,101.283,-77.995,362.923,123.664,131.988,-121.65,-154.42,230.873,160.848,598.624,248.26
Cody C,20190930-1247-FRANKFURT_2-01-314,20.656,25.384,21.278,24.224,-0.985,21.088,-0.043,2.418,1.41,21.809,-5.224,36.374,208.835,218.096,6.499,38.115,-10.49,386.318,6.346,50.623,486.413,75.497
Doppelsalto C,20191007-1524-FRANKFURT_1-01-92,34.068,25.245,33.814,20.028,-15.782,17.968,1.081,5.417,-5.45,30.53,36.893,31.689,411.491,241.238,-45.094,36.62,59.877,682.454,-75.427,71.19,697.297,91.295
Fliffis B,20191008-1207-FRANKFURT_2-01-307,34.576,22.139,35.103,19.535,-18.919,18.228,4.075,8.258,-2.025,26.459,-66.461,90.396,-193.309,435.531,173.41,150.755,-105.054,-307.744,274.385,164.585,671.133,324.972
Baby- Fliffis C,20191007-1159-FRANKFURT_1-01-349,23.067,23.371,23.685,21.66,-12.72,17.418,-0.328,3.664,-0.089,21.041,-13.668,42.002,-50.822,297.63,103.859,162.941,-21.566,-80.493,163.738,59.76,411.329,219.641
Doppelsalto C,20191007-1524-FRANKFURT_1-01-281,33.84,21.073,33.996,17.342,-19.987,19.047,1.762,2.889,0.22,25.181,56.672,39.574,435.631,265.302,-51.8,52.507,86.033,675.794,-82.908,97.543,705.167,114.918
Barani B,20191007-1159-FRANKFURT_1-01-246,18.616,23.77,18.618,21.461,-2.366,11.406,-0.623,2.632,5.642,25.297,2.302,39.994,-24.159,242.671,121.221,145.619,3.734,-38.454,193.967,52.294,323.234,216.367
Salto B,20191007-1524-FRANKFURT_1-01-279,18.495,23.824,18.839,21.252,-3.445,11.157,0.505,3.421,3.848,24.765,29.582,50.522,204.986,200.826,-18.254,45.248,48.533,324.782,-30.423,74.282,399.219,75.569
Salto C,0609-1-01-5,16.809,24.153,16.499,22.244,-0.217,10.52,-0.046,1.112,4.562,25.67,23.064,24.84,183.597,161.89,-10.47,19.887,44.143,348.12,-20.238,57.153,371.926,41.386
Fliffis- Rudi B,0115-CHARI-05-62,34.379,20.313,34.712,18.476,-19.254,17.994,0.689,5.847,1.966,27.144,99.308,198.359,-171.385,385.404,276.199,310.456,181.961,-314.237,503.543,235.19,678.009,528.625
Doppelsalto B,0609-1-01-408,28.013,23.043,27.928,20.877,-11.254,18.48,-0.502,2.127,-1.149,26.991,-2.613,30.685,368.72,278.064,-17.827,18.951,-4.887,693.284,-33.359,51.932,723.419,53.998
Barani C,20190930-1247-FRANKFURT_2-01-317,19.032,23.863,19.235,21.757,-2.211,8.685,0.335,3.494,4.719,26.112,-51.142,53.872,-54.053,211.284,102.951,67.246,-96.121,-104.532,186.223,120.83,326.493,200.614
Salto B,20191008-1157-FRANKFURT_1-01-386,19.177,23.874,19.214,20.737,-2.332,9.047,-0.561,1.745,4.287,26.432,0.824,40.716,193.623,181.125,-13.1,46.004,0.439,332.692,-22.79,61.749,388.247,67.233
Salto A,20191007-1534-FRANKFURT_2-01-93,16.216,22.372,15.987,19.561,-0.637,6.333,-0.496,2.533,4.761,24.923,-20.02,19.922,209.458,42.687,-15.381,18.989,-32.526,345.131,-25.272,41.157,345.131,42.109
Fliffis aus B,20191001-1148-FRANKFURT_1-01-196,35.016,21.136,35.484,18.775,-19.791,17.969,-1.626,7.125,2.621,26.749,95.614,103.187,-223.055,459.231,64.525,200.745,154.334,-361.372,98.899,167.593,765.456,229.601
Fliffis C,0609-4-01-319,30.924,26.791,31.143,24.173,-11.445,22.164,-0.252,2.567,-1.952,29.607,-63.144,83.245,-106.995,352.291,119.693,105.594,-126.359,-219.164,234.272,143.875,596.236,251.982
Doppelsalto B,0110-MORITZ-01-17,29.921,24.475,29.685,21.174,-14.805,21.23,-2.527,2.06,3.529,26.509,-30.514,38.504,363.988,256.833,7.674,29.703,-58.431,699.891,13.873,78.371,723.268,56.744
Salto C,0609-1-01-455,17.603,23.205,17.44,21.581,-1.848,10.404,-0.06,1.176,4.808,25.131,10.797,18.442,193.044,185.581,-13.485,20.429,20.24,361.261,-25.306,33.446,378.66,46.298
Schraubensalto A,20191008-1207-FRANKFURT_2-01-230,16.966,24.258,16.914,21.171,-3.851,4.764,-1.156,3.553,4.793,26.539,15.381,110.704,87.59,162.165,204.409,133.419,26.302,150.755,348.796,158.586,264.798,364.113
Cody C,20191003-1152-FRANKFURT_1-01-43,22.641,24.542,23.547,24.227,-2.225,22.331,-0.439,3.351,-0.634,21.816,-17.662,23.945,230.418,217.235,-2.981,21.435,-28.918,390.389,-11.403,45.568,447.067,39.374
Salto C,0609-4-01-308,16.474,25.769,16.153,22.145,1.37,15.668,-0.328,1.194,4.79,23.708,6.097,11.608,180.359,143.799,2.689,12.955,12.337,367.224,-0.221,25.737,394.129,26.125
Salto A,20191001-1202-FRANKFURT_2-01-93,16.765,24.538,16.829,20.832,-0.483,11.704,-1.113,2.177,3.013,21.879,-14.437,15.919,-211.461,65.476,-13.94,36.002,-23.56,-344.86,-27.161,32.935,349.611,62.168
Barani A,20191007-1150-FRANKFURT_2-01-129,17.594,21.081,17.774,19.527,-1.283,6.021,-0.344,2.774,3.123,24.963,-68.077,79.762,46.031,181.268,104.085,86.396,-113.418,73.457,167.753,135.908,277.233,179.949
Barani C,20191007-1159-FRANKFURT_1-01-370,19.055,23.805,19.175,21.804,-3.501,9.884,-0.473,2.835,5.239,25.955,-9.948,38.238,-9.479,247.228,121.539,123.59,-15.313,-15.267,191.444,53.561,327.849,206.845
Von Bauch in Stand,0609-1-01-745,12.507,24.167,13.031,24.746,6.716,17.555,-0.417,1.49,6.139,16.714,2.678,18.783,22.131,59.339,3.002,28.811,4.6,36.037,5.767,27.917,74.54,54.109
Fliffis B,20191007-1150-FRANKFURT_2-01-188,35.979,16.83,36.767,16.287,-20.863,19.317,3.256,5.647,-0.875,24.711,-28.509,86.573,-236.096,419.948,132.133,162.545,-46.104,-383.706,209.69,128.679,711.547,236.233
Fliffis C,20190930-1616-FRANKFURT_1-01-167,36.94,23.558,37.507,22.041,-17.498,23.61,0.616,5.068,-3.459,29.036,-36.246,64.385,-235.614,372.93,101.453,125.218,-65.417,-419.889,175.43,107.824,684.378,207.163
Salto B,0115-CHARI-05-61,19.019,24.737,18.739,22.615,-2.023,10.361,0.887,1.558,5.354,27.342,0.634,16.807,170.348,183.939,-9.704,27.119,0.817,330.679,-18.621,31.492,397.11,49.738
Doppelsalto B,0609-1-01-612,28.467,23.021,28.192,20.068,-12.171,17.008,-0.651,1.941,1.253,27.774,1.489,44.903,373.069,257.522,-12.766,25.363,2.708,708.808,-23.975,73.867,739.358,53.605
Schraubensalto,20190930-1153-FRANKFURT_1-01-144,16.137,23.322,16.076,21.049,-1.267,9.472,-1.441,2.247,4.682,24.7,26.113,100.121,56.357,137.152,213.788,127.874,50.134,109.881,400.445,169.367,256.861,424.184
Barani C,0609-4-01-574,17.754,23.875,17.744,21.581,-1.558,12.937,-0.205,1.696,5.389,24.406,-3.081,31.979,-38.426,209.859,125.317,97.915,-5.951,-74.958,226.247,49.588,308.775,242.837
Von Bauch in Stand,0609-1-01-879,12.687,23.126,13.11,23.293,6.26,15.678,-0.17,1.255,6.468,17.43,-1.807,15.355,25.866,79.019,0.127,23.42,-2.953,41.978,0.05,25.227,98.582,37.603
41/,20191001-1148-FRANKFURT_1-01-74,16.729,23.283,16.973,21.072,-1.766,7.821,-0.262,2.387,3.899,25.215,-49.993,58.363,35.859,197.317,116.471,109.106,-82.314,59.251,183.897,92.99,291.421,195.916
Fliffis Rudi C,20190930-1153-FRANKFURT_1-01-223,36.924,21.888,37.367,20.022,-21.337,19.185,1.386,5.364,-1.748,29.072,44.957,136.051,-187.792,351.689,309.326,327.88,84.46,-349.427,568.539,178.425,635.755,607.71
Salto B,0115-JANEIKE-01-117,17.419,24.9,17.158,22.404,-0.742,13.371,-0.584,2.293,6.42,24.729,12.141,28.691,190.766,178.025,-4.861,34.317,22.366,358.588,-8.75,54.934,425.186,58.59
Doppelsalto C,20190930-1153-FRANKFURT_1-01-224,34.376,22.592,34.705,20.787,-15.533,19.756,0.942,2.698,-4.679,28.815,35.753,26.889,378.132,240.812,-1.16,39.945,66.576,697.981,-7.355,70.424,698.709,74.806
Barani C,20190930-1247-FRANKFURT_2-01-86,18.558,23.027,18.91,21.475,-3.215,7.791,0.861,2.746,4.362,25.74,-61.598,48.318,-69.312,217.129,111.132,70.473,-111.381,-128.018,193.471,126.326,314.464,208.497
Salto A,20191001-1202-FRANKFURT_2-01-155,16.214,22.461,16.13,18.499,0.608,8.401,-0.998,1.775,3.002,22.345,-18.511,18.44,-218.109,54.019,-9.817,27.826,-30.07,-351.426,-24.113,36.72,351.426,41.899
Salto A,20191001-1202-FRANKFURT_2-01-185,17.578,23.96,17.82,20.463,0.757,9.331,-1.353,1.84,3.406,23.08,-17.701,15.569,-220.982,58.522,-6.019,31.452,-29.022,-355.688,-14.011,39.472,359.967,60.312
Bauchsprung,0609-1-01-821,12.251,23.742,11.492,20.751,4.86,14.927,-0.112,0.885,7.393,19.182,-0.095,15.259,-21.204,80.611,-6.262,24.825,-0.251,-36.745,-11.973,24.555,124.298,42.175
Doppelsalto C,0609-1-01-626,33.209,22.731,32.929,20.382,-15.716,21.838,-0.706,1.091,-5.886,27.008,10.185,27.239,412.475,265.345,-22.183,21.487,17.395,698.613,-38.26,41.915,701.482,55.821
Doppelsalto B,0609-1-01-464,28.637,23.776,28.351,20.859,-11.725,18.271,-0.373,2.021,-0.493,27.826,3.039,41.154,371.405,272.166,-14.663,27.664,5.158,702.831,-28.053,66.956,726.82,62.222
Salto A,20191008-1207-FRANKFURT_2-01-89,15.281,24.657,15.447,22.1,-0.484,6.336,0.719,4.627,4.02,25.255,22.533,19.885,201.243,78.528,-22.549,24.112,38.408,343.646,-38.043,42.511,354.938,56.765
Doppelsalto C,0609-1-01-762,32.866,21.76,32.541,19.622,-16.635,21.297,-0.52,2.179,-3.293,26.779,17.001,33.609,411.588,267.011,-19.887,20.09,29.797,709.027,-34.277,59.679,709.027,54.349
Salto B,20191003-1152-FRANKFURT_1-01-30,20.125,21.269,20.091,19.156,-2.616,13.32,-0.458,2.41,2.935,24.139,-24.455,34.902,194.486,232.209,8.457,28.136,-39.936,324.713,7.774,51.093,392.055,46.311
Salto C,0827-BK2-02-38,17.795,24.222,17.496,22.557,-2.052,11.902,0.366,1.014,5.343,25.7,9.297,20.964,181.267,194.124,-32.946,26.174,17.584,338.021,-61.771,37.933,357.504,68.162
Salto A,0827-BK1-01-115,15.479,24.382,15.247,22.644,1.194,11.69,-0.673,1.708,5.174,24.349,5.679,8.8,175.21,46.442,-1.218,14.807,11.447,352.305,-2.971,19.91,352.305,29.575
Fliffis- Rudi B,20191007-1524-FRANKFURT_1-01-91,39.294,21.38,39.779,18.13,-23.889,17.636,0.303,9.494,0.414,27.899,103.816,203.736,-197.108,439.175,354.213,348.722,170.676,-324.763,579.513,255.718,722.005,618.597
Salto C,0609-4-01-15,16.452,26.112,16.189,22.566,1.608,16.74,-0.369,1.742,4.539,23.233,-2.362,10.13,177.514,139.367,0.585,17.064,-4.957,373.398,1.255,21.847,391.305,30.194
Doppelsalto B,0609-1-01-445,28.901,23.171,28.731,20.633,-11.881,19.168,-0.239,2.145,0.185,26.994,7.143,32.14,371.302,267.38,-12.587,27.038,13.374,699.213,-23.737,55.611,724.525,63.846
Salto C,20191003-1152-FRANKFURT_1-01-106,18.428,21.925,18.382,19.841,-2.287,12.171,-0.701,1.446,3.681,24.11,-7.78,15.662,196.74,189.739,-4.621,12.88,-12.284,329.804,-13.052,23.739,355.772,30.856
Salto C,20191007-1524-FRANKFURT_1-01-145,34.11,22.579,33.927,17.421,-18.307,19.428,1.965,4.184,-1.79,26.986,59.758,56.147,425.814,278.207,-43.414,48.609,93.43,670.713,-68.125,112.4,712.774,108.357
Bauchsprung,0609-1-01-131,12.089,24.498,11.554,21.837,4.383,15.386,-0.334,1.072,7.184,19.681,0.951,9.34,-24.087,80.993,-3.454,18.276,1.635,-44.398,-6.697,16.98,133.013,34.649
Doppelsalto C,20190930-1153-FRANKFURT_1-01-128,31.942,20.83,32.35,19.553,-14.094,20.953,0.412,1.719,-3.127,25.964,11.349,24.996,366.849,254.189,9.964,22.439,21.139,684.375,13.204,48.466,687.397,43.509
Salto A,20191008-1207-FRANKFURT_2-01-310,16.044,24.139,15.842,20.39,-0.883,7.153,0.919,7.646,4.125,24.544,15.081,27.918,215.998,74.841,-53.709,40.084,25.367,350.144,-85.92,37.742,350.144,93.074
Cody C,20190930-1247-FRANKFURT_2-01-128,24.072,26.926,24.751,25.11,-0.575,21.851,0.266,2.429,-0.049,23.694,-7.751,37.203,215.147,248.734,6.883,39.292,-15.86,398.872,7.974,53.787,510.098,82.987
Salto C,0609-4-01-502,15.929,25.716,15.605,21.914,1.781,16.503,-0.576,0.904,4.532,22.698,3.641,13.57,183.59,129.566,2.374,11.639,7.083,368.033,-0.637,27.034,372.306,24.769
Salto C,20190930-1247-FRANKFURT_2-01-76,18.682,23.696,18.788,21.234,-2.674,9.774,-0.354,1.126,4.136,26.057,0.237,14.57,190.802,190.681,3.992,22.721,0.367,349.769,1.116,25.565,390.951,40.711
Salto C,0110-MORITZ-01-60,16.581,26.469,16.551,23.919,0.686,14.497,-0.891,1.053,4.589,25.283,-8.703,16.063,164.185,161.588,6.662,16.727,-17.987,344.759,14.187,29.373,382.248,34.392
Salto C,0115-MORITZ-03-188,17.195,26.953,17.209,24.325,-0.552,12.254,-1.058,2.176,5.153,26.707,10.759,16.413,163.649,171.834,6.932,20.449,22.624,342.062,15.153,35.622,383.437,38.962
Barani C,20190930-1616-FRANKFURT_1-01-274,16.898,24.329,17.13,22.452,-0.029,11.495,1.033,3.203,4.191,24.77,-76.933,59.178,-50.192,168.444,117.317,52.303,-138.422,-90.916,208.153,157.762,250.153,217.342
Salto A,0827-BK2-01-124,15.399,24.208,15.025,22.529,0.515,9.141,0.178,1.628,5.819,25.227,-1.283,33.205,164.081,66.255,-17.834,20.371,-2.36,325.933,-35.838,44.724,327.795,48.768
Fliffis C,20190930-1616-FRANKFURT_1-01-200,33.689,25.456,34.061,23.517,-15.737,22.844,0.994,4.909,-2.658,28.913,-49.735,62.222,-192.073,374.851,86.791,107.905,-92.113,-356.839,155.084,114.247,661.75,189.309
Baby- Fliffis C,20191007-1534-FRANKFURT_2-01-141,24.466,23.214,25.393,22.435,-12.739,15.877,0.654,3.602,1.918,23.437,-28.205,39.39,-83.04,285.177,130.764,116.202,-43.775,-129.296,195.209,68.233,387.484,209.393
Fliffis B,20191008-1207-FRANKFURT_2-01-361,35.27,22.431,35.689,19.791,-18.817,19.153,5.081,8.986,-2.237,26.844,-76.621,101.274,-199.694,425.552,178.185,148.561,-120.769,-315.283,282.813,175.748,655.965,331.762
Salto A,0827-BK2-02-135,14.919,23.05,14.618,21.626,0.051,6.786,0.604,1.104,5.399,24.769,6.971,12.571,181.47,57.648,-29.614,19.63,12.625,331.633,-54.109,23.145,331.633,58.355
Bauchsprung,0609-1-01-791,11.764,22.545,11.134,19.701,4.755,14.782,-0.136,1.156,6.81,17.681,-3.098,14.784,-23.111,73.624,-4.944,17.702,-5.566,-39.337,-8.837,25.121,114.059,31.676
Fliffis B,0110-MORITZ-01-63,31.201,24.48,31.434,22.35,-14.458,20.96,-1.278,3.699,0.642,27.832,-0.548,48.636,-131.372,392.573,-91.86,166.207,-0.951,-253.621,-176.827,79.938,657.078,238.481
Fliffis C,20191008-1207-FRANKFURT_2-01-266,38.374,24.613,38.504,19.523,-18.376,19.365,-0.968,5.226,-6.521,30.817,-14.941,91.119,-226.898,409.558,127.547,165.858,-23.146,-356.833,198.894,122.831,657.58,290.084
Von Bauch in Stand,0609-1-01-713,12.684,24.576,13.253,24.784,6.263,16.283,0.019,1.832,6.481,18.431,0.973,12.156,23.867,70.594,5.245,19.925,1.765,39.947,9.486,20.24,87.377,40.967
Salto C,20191008-1157-FRANKFURT_1-01-261,18.467,24.169,18.243,20.912,-1.726,7.268,-0.459,1.413,4.986,26.765,-6.104,17.821,208.613,214.84,-1.069,29.623,-10.57,352.547,-2.363,31.392,386.104,54.159
Fliffis aus B,20191001-1148-FRANKFURT_1-01-181,33.713,21.865,33.697,18.754,-18.354,16.658,-2.438,5.977,3.223,27.774,107.977,84.888,-230.705,436.364,96.313,200.795,178.719,-379.513,153.349,181.816,736.554,233.656
Salto B,0827-BK2-02-81,17.401,22.48,17.298,21.19,-1.584,12.62,0.858,1.341,4.659,23.689,2.527,20.395,178.016,174.69,-26.118,26.998,4.226,323.02,-47.481,32.883,354.624,59.296
Von Bauch in Stand,0609-1-01-201,13.299,24.891,13.719,24.913,6.401,17.664,0.105,2.19,6.254,17.868,4.896,19.461,26.323,53.123,7.218,20.594,8.66,45.621,12.816,30.889,81.126,43.466
Salto C,0609-4-01-452,16.687,26.155,16.453,22.777,0.619,16.395,-0.192,1.545,4.992,23.765,1.19,16.217,181.226,169.192,5.011,18.855,2.399,370.575,4.263,29.138,395.016,37.921
Salto A,0110-MORITZ-01-49,15.385,21.975,15.877,21.48,-0.291,12.618,-1.495,1.629,5.234,21.552,-15.151,16.772,199.007,67.909,-7.401,10.52,-26.27,341.366,-13.16,35.36,341.373,22.417
Barani B,20191007-1159-FRANKFURT_1-01-140,19.112,22.742,19.281,20.943,-4.318,8.649,-0.784,3.0,5.217,25.604,8.467,43.666,-14.057,258.347,109.848,151.678,13.685,-22.875,174.913,61.364,356.82,211.991
Fliffis- Rudi B,0115-CHARI-05-76,34.2,20.278,34.593,18.626,-19.28,17.968,0.956,6.47,2.338,26.695,101.009,210.191,-159.398,389.898,274.274,307.126,184.78,-291.498,499.552,252.889,671.329,538.676
Salto A,20191003-1152-FRANKFURT_1-01-103,15.922,20.558,15.891,18.435,-2.143,4.859,-0.527,1.304,3.848,23.806,-9.772,12.253,216.509,96.126,0.909,16.282,-15.198,355.198,-3.721,22.906,355.198,30.192
Salto B,20190930-1247-FRANKFURT_2-01-87,20.316,23.815,20.194,21.058,-3.84,10.035,0.037,1.348,4.774,27.283,4.52,24.63,193.499,216.712,6.787,31.036,8.149,343.687,6.781,40.851,406.929,57.621
Salto B,20190930-1247-FRANKFURT_2-01-29,19.497,22.914,19.597,20.502,-4.473,8.47,-0.362,1.244,3.983,26.347,0.75,15.797,206.088,203.226,1.033,28.152,0.824,365.852,-3.764,27.314,427.344,53.181
Doppelsalto C,0609-1-01-670,32.963,21.676,32.448,19.242,-15.222,21.059,-0.706,1.496,-4.48,27.572,2.259,24.236,409.325,257.222,-19.284,27.591,4.08,701.805,-33.291,38.449,701.805,57.532
Salto B,0827-BK2-01-79,18.366,23.876,18.209,22.065,-1.883,12.188,0.659,1.405,4.834,25.553,3.195,15.249,175.118,205.471,-5.194,20.209,5.894,338.316,-9.999,29.934,402.594,40.486
Barani A,20191007-1159-FRANKFURT_1-01-342,17.605,23.099,17.888,21.266,-2.642,8.227,-0.741,2.25,4.399,25.531,-34.096,51.616,46.054,203.546,107.726,137.689,-53.771,75.267,170.927,66.832,303.512,203.397
Schraubensalto A,20191007-1159-FRANKFURT_1-01-307,22.425,21.961,22.737,20.438,-7.026,12.14,-0.434,4.922,7.042,24.505,157.805,128.013,27.101,242.131,320.243,284.31,254.441,43.463,507.476,262.682,338.373,547.132
Salto B,20191007-1150-FRANKFURT_2-01-69,19.606,20.002,19.589,17.789,-3.641,10.207,-0.297,1.461,3.579,23.964,23.07,19.382,208.707,193.455,-8.949,32.019,37.79,339.096,-17.752,46.318,393.309,52.563
Barani A,20191007-1150-FRANKFURT_2-01-70,18.55,20.522,18.543,18.59,-1.813,6.132,-0.192,2.58,2.998,25.262,-65.119,76.742,39.459,190.553,109.955,106.974,-103.996,59.938,167.831,126.35,279.985,190.488
Salto C,0609-4-01-75,16.118,26.438,15.788,22.616,2.059,17.199,-0.449,0.92,4.532,23.059,-1.127,15.402,176.372,132.912,3.276,15.436,-2.461,368.452,6.742,31.619,379.167,31.405
Schraubensalto A,20191008-1207-FRANKFURT_2-01-162,17.697,24.127,17.59,20.485,-4.319,5.194,-0.43,5.162,4.762,25.887,58.892,76.267,83.722,197.252,195.293,133.439,98.396,140.806,325.171,128.697,309.83,348.961
Doppelsalto B,0609-1-01-474,28.534,22.917,28.37,20.437,-11.889,17.312,-0.961,1.966,-0.408,27.599,-3.1,43.458,369.414,272.907,-19.618,28.381,-5.852,704.451,-37.638,72.29,736.51,72.997
